State,Year,Month,2W,CV,Passenger Vehicles,Tractors
Meghalaya(15),2022,2022,6,4240,448,0
Meghalaya(15),2022,APR,2,446,44,3
Meghalaya(15),2022,DEC,1,491,21,0
Meghalaya(15),2022,FEB,0,324,157,10
Meghalaya(15),2022,JAN,6,4240,448,0
Meghalaya(15),2022,JUL,0,340,197,0
Meghalaya(15),2022,JUN,0,353,119,3
Meghalaya(15),2022,MAY,0,446,7,0
Meghalaya(15),2022,NOV,1558,365,1244,3
Meghalaya(15),2022,OCT,1722,344,226,3
Meghalaya(15),2022,SEP,1,288,199,2
Meghalaya(15),2023,2023,0,3807,3662,21
Meghalaya(15),2023,APR,0,298,76,4
Meghalaya(15),2023,AUG,2011,262,1139,0
Meghalaya(15),2023,DEC,1891,446,1455,2
Meghalaya(15),2023,FEB,0,1,0,0
Meghalaya(15),2023,JAN,0,3781,3662,21
Meghalaya(15),2023,MAR,0,330,307,4
Meghalaya(15),2023,MAY,1201,316,226,9
Meghalaya(15),2023,OCT,1,352,366,0
Meghalaya(15),2023,SEP,0,245,1138,0
Meghalaya(15),2024,2024,4,4246,683,12
Meghalaya(15),2024,APR,0,1,6,0
Meghalaya(15),2024,AUG,2140,410,1164,4
Meghalaya(15),2024,DEC,2005,328,1031,1
Meghalaya(15),2024,FEB,22846,4377,14465,12
Meghalaya(15),2024,JAN,4,0,62,0
Meghalaya(15),2024,JUL,0,255,55,0
Meghalaya(15),2024,JUN,2227,806,1297,1
Meghalaya(15),2024,MAR,22846,4941,14472,26
Meghalaya(15),2024,NOV,0,256,65,0
Meghalaya(15),2024,OCT,2005,328,1031,1
Meghalaya(15),2024,SEP,2036,295,1075,6
Meghalaya(15),2025,2025,0,2165,2394,9
Meghalaya(15),2025,APR,16417,2487,10406,26
Meghalaya(15),2025,AUG,16417,2487,10406,26
Meghalaya(15),2025,FEB,16417,2487,10406,26
Meghalaya(15),2025,JAN,0,1,0,0
Meghalaya(15),2025,JUL,16417,2487,10406,26
Meghalaya(15),2025,JUN,16417,2487,10406,26
Meghalaya(15),2025,MAR,16417,2487,10406,26
Meghalaya(15),2025,MAY,16417,2487,10406,26
Meghalaya(15),2025,SEP,16417,2487,10406,26
Puducherry(8),2021,APR,0,53,24,0
Puducherry(8),2021,AUG,3591,31,859,3
Puducherry(8),2021,DEC,2880,25,539,9
Puducherry(8),2021,FEB,0,45,8,0
Puducherry(8),2021,JAN,2,0,3,0
Puducherry(8),2021,JUL,2557,27,447,1
Puducherry(8),2021,JUN,314,9,118,0
Puducherry(8),2021,MAR,4100,51,732,12
Puducherry(8),2021,MAY,2583,50,659,5
Puducherry(8),2021,NOV,0,27,5,0
Puducherry(8),2021,OCT,3211,41,644,0
Puducherry(8),2021,SEP,31,32,21,0
Puducherry(8),2022,2022,271,530,9051,73
Puducherry(8),2022,APR,0,32,2,0
Puducherry(8),2022,AUG,0,14,39,0
Puducherry(8),2022,DEC,0,28,17,0
Puducherry(8),2022,JAN,0,475,238,2
Puducherry(8),2022,JUL,0,42,32,0
Puducherry(8),2022,MAR,3394,47,14,0
Puducherry(8),2022,NOV,3561,28,763,2
Puducherry(8),2022,OCT,0,38,10,0
Puducherry(8),2023,2023,0,477,216,0
Puducherry(8),2023,AUG,0,57,60,0
Puducherry(8),2023,FEB,55,46,35,0
Puducherry(8),2023,JAN,0,605,995,0
Puducherry(8),2023,JUL,3591,50,943,5
Puducherry(8),2023,JUN,3733,47,964,2
Puducherry(8),2023,MAY,3075,39,79,0
Puducherry(8),2023,NOV,0,1,0,0
Puducherry(8),2023,SEP,4140,66,983,16
Puducherry(8),2024,2024,0,0,458,0
Puducherry(8),2024,AUG,0,2,0,1
Puducherry(8),2024,FEB,3,758,1325,6
Puducherry(8),2024,JUL,0,82,107,0
Puducherry(8),2024,JUN,38,82,116,0
Puducherry(8),2024,MAR,0,507,458,0
Puducherry(8),2024,NOV,0,41,30,0
Puducherry(8),2024,SEP,0,83,102,0
Puducherry(8),2025,2025,0,820,872,1
Puducherry(8),2025,APR,5920,58,1703,4
Puducherry(8),2025,AUG,5920,58,1703,4
Puducherry(8),2025,FEB,5920,58,1703,4
Puducherry(8),2025,JAN,239,820,1024,1
Puducherry(8),2025,JUL,5920,58,1703,4
Puducherry(8),2025,JUN,5920,58,1703,4
Puducherry(8),2025,MAR,5920,58,1703,4
Puducherry(8),2025,MAY,5920,58,1703,4
Puducherry(8),2025,SEP,5920,58,1703,4
Rajasthan(59),2022,2022,1251,57879,34622,2
Rajasthan(59),2022,APR,37,5586,2330,0
Rajasthan(59),2022,AUG,63,5247,3023,0
Rajasthan(59),2022,DEC,0,5610,4394,0
Rajasthan(59),2022,FEB,1251,4138,17864,0
Rajasthan(59),2022,JUL,0,4826,2798,0
Rajasthan(59),2022,MAR,1251,56069,27856,0
Rajasthan(59),2022,MAY,0,3853,0,0
Rajasthan(59),2022,NOV,270,5473,3726,0
Rajasthan(59),2022,OCT,128,5379,3390,0
Rajasthan(59),2022,SEP,87,4851,3232,0
Rajasthan(59),2023,2022,848,6095,3336,0
Rajasthan(59),2023,AUG,0,4801,2426,1
Rajasthan(59),2023,DEC,0,0,3793,0
Rajasthan(59),2023,FEB,1757,84045,51873,2
Rajasthan(59),2023,JAN,137,1826,3035,0
Rajasthan(59),2023,JUL,0,4645,1882,0
Rajasthan(59),2023,JUN,0,5430,2426,1
Rajasthan(59),2023,MAR,27,4376,1099,0
Rajasthan(59),2023,MAY,60118,7031,16151,9082
Rajasthan(59),2023,NOV,270,0,0,0
Rajasthan(59),2023,OCT,128,5379,3390,0
Rajasthan(59),2023,SEP,54,5130,2798,0
Rajasthan(59),2024,2024,0,55075,37052,4
Rajasthan(59),2024,AUG,116,4943,3844,0
Rajasthan(59),2024,DEC,159,0,0,0
Rajasthan(59),2024,FEB,0,54982,36958,0
Rajasthan(59),2024,JAN,0,55075,38035,4
Rajasthan(59),2024,JUL,83678,7138,20604,5232
Rajasthan(59),2024,JUN,83678,7138,20604,5232
Rajasthan(59),2024,MAY,83,0,0,0
Rajasthan(59),2024,NOV,88367,7240,22497,9940
Rajasthan(59),2024,OCT,88367,7240,22497,9940
Rajasthan(59),2025,2024,1412,5446,4366,0
Rajasthan(59),2025,APR,134822,9839,39872,9383
Rajasthan(59),2025,AUG,134822,9839,39872,9383
Rajasthan(59),2025,DEC,134822,9839,39872,9383
Rajasthan(59),2025,FEB,134822,9839,39872,9383
Rajasthan(59),2025,JAN,0,6007,4308,0
Rajasthan(59),2025,JUL,134822,9839,39872,9383
Rajasthan(59),2025,JUN,134822,9839,39872,9383
Rajasthan(59),2025,MAR,134822,9839,39872,9383
Rajasthan(59),2025,MAY,134822,9839,39872,9383
Rajasthan(59),2025,NOV,134822,9839,39872,9383
Rajasthan(59),2025,OCT,134822,9839,39872,9383
Rajasthan(59),2025,SEP,134822,9839,39872,9383
Tamil Nadu(148),2021,2021,0,53383,12096,0
Tamil Nadu(148),2021,AUG,0,5344,497,8
Tamil Nadu(148),2021,DEC,111206,4614,17026,1739
Tamil Nadu(148),2021,FEB,0,4812,1156,5
Tamil Nadu(148),2021,JAN,0,51402,8168,0
Tamil Nadu(148),2021,JUL,0,2177,339,1
Tamil Nadu(148),2021,JUN,0,63,0,0
Tamil Nadu(148),2021,NOV,78088,4880,748,4
Tamil Nadu(148),2021,OCT,99043,6190,977,9
Tamil Nadu(148),2021,SEP,99208,5368,21595,2679
Tamil Nadu(148),2022,2022,0,77187,22933,82
Tamil Nadu(148),2022,APR,0,7113,2130,26
Tamil Nadu(148),2022,AUG,0,6149,1802,6
Tamil Nadu(148),2022,DEC,0,345,2051,0
Tamil Nadu(148),2022,FEB,0,74517,22933,0
Tamil Nadu(148),2022,JUL,0,20,0,0
Tamil Nadu(148),2022,JUN,0,5694,1252,6
Tamil Nadu(148),2022,MAR,1230796,77187,22933,82
Tamil Nadu(148),2022,MAY,124273,7490,23382,3768
Tamil Nadu(148),2022,NOV,0,6250,1800,0
Tamil Nadu(148),2022,SEP,110726,6999,22022,3
Tamil Nadu(148),2023,APR,0,8206,3999,23
Tamil Nadu(148),2023,DEC,116073,6930,5257,17
Tamil Nadu(148),2023,FEB,0,6927,2072,12
Tamil Nadu(148),2023,JAN,0,7912,37510,0
Tamil Nadu(148),2023,JUL,0,7710,4087,19
Tamil Nadu(148),2023,JUN,0,5976,1744,18
Tamil Nadu(148),2023,MAR,118410,6859,22062,3146
Tamil Nadu(148),2023,MAY,0,6816,3285,44
Tamil Nadu(148),2023,NOV,109561,6930,5176,17
Tamil Nadu(148),2023,OCT,0,6623,5549,10
Tamil Nadu(148),2023,SEP,0,7525,4087,19
Tamil Nadu(148),2024,2023,0,4975,4711,33
Tamil Nadu(148),2024,FEB,0,79244,48452,0
Tamil Nadu(148),2024,MAR,0,7176,6390,1
UT of DNH and DD(3),2021,2021,0,2677,60,12
UT of DNH and DD(3),2021,APR,856,256,369,4
UT of DNH and DD(3),2021,AUG,0,73,3,0
UT of DNH and DD(3),2021,DEC,0,4,0,0
UT of DNH and DD(3),2021,FEB,2259,2731,80,12
UT of DNH and DD(3),2021,JUL,148,256,283,1
UT of DNH and DD(3),2021,MAR,1870,2731,80,12
UT of DNH and DD(3),2021,MAY,0,241,5,1
UT of DNH and DD(3),2021,NOV,628,329,336,4
UT of DNH and DD(3),2021,OCT,666,297,351,11
UT of DNH and DD(3),2021,SEP,581,219,323,6
UT of DNH and DD(3),2022,2022,0,460,164,0
UT of DNH and DD(3),2022,AUG,0,231,0,0
UT of DNH and DD(3),2022,DEC,173,458,466,3
UT of DNH and DD(3),2022,JAN,0,4405,188,16
UT of DNH and DD(3),2022,JUL,0,254,15,3
UT of DNH and DD(3),2022,JUN,680,228,381,6
UT of DNH and DD(3),2022,MAR,0,216,142,0
UT of DNH and DD(3),2022,MAY,0,47,2,0
UT of DNH and DD(3),2022,NOV,619,474,437,0
UT of DNH and DD(3),2022,SEP,0,259,1,0
UT of DNH and DD(3),2023,2023,0,5962,435,22
UT of DNH and DD(3),2023,APR,150,487,503,2
UT of DNH and DD(3),2023,AUG,0,467,27,0
UT of DNH and DD(3),2023,DEC,0,564,6,0
UT of DNH and DD(3),2023,FEB,0,4606,53,22
UT of DNH and DD(3),2023,JAN,0,110,0,0
UT of DNH and DD(3),2023,JUL,0,116,36,0
UT of DNH and DD(3),2023,MAR,698,474,386,4
UT of DNH and DD(3),2023,MAY,0,85,21,0
UT of DNH and DD(3),2023,NOV,0,782,62,0
UT of DNH and DD(3),2023,OCT,733,543,511,6
UT of DNH and DD(3),2023,SEP,0,331,6,0
UT of DNH and DD(3),2024,2023,1185,632,618,7
UT of DNH and DD(3),2024,JAN,0,132,27,4
UT of DNH and DD(3),2025,2024,0,601,18,0
Uttar Pradesh(77),2021,2021,68187,68714,399061,574
Uttar Pradesh(77),2021,APR,0,575,4478,0
Uttar Pradesh(77),2021,DEC,147458,1881,15035,3620
Uttar Pradesh(77),2021,FEB,0,4683,4887,574
Uttar Pradesh(77),2021,JAN,0,3256,1,574
Uttar Pradesh(77),2021,JUL,0,55,0,0
Uttar Pradesh(77),2021,MAR,0,4881,4887,574
Uttar Pradesh(77),2021,MAY,176329,7839,37943,14236
Uttar Pradesh(77),2021,NOV,147458,1881,15035,3620
Uttar Pradesh(77),2021,OCT,147458,1881,15035,3620
Uttar Pradesh(77),2021,SEP,147458,1881,15035,3620
Uttar Pradesh(77),2022,2021,147458,1881,15035,3620
Uttar Pradesh(77),2022,APR,147458,1881,15035,3620
Uttar Pradesh(77),2022,AUG,147458,1881,15035,3620
Uttar Pradesh(77),2022,DEC,147458,1881,15035,3620
Uttar Pradesh(77),2022,FEB,147458,1881,15035,3620
Uttar Pradesh(77),2022,JAN,147458,1881,15035,3620
Uttar Pradesh(77),2022,JUL,147458,1881,15035,3620
Uttar Pradesh(77),2022,JUN,147458,1881,15035,3620
Uttar Pradesh(77),2022,MAR,147458,1881,15035,3620
Uttar Pradesh(77),2022,MAY,147458,1881,15035,3620
Uttar Pradesh(77),2022,NOV,147458,1881,15035,3620
Uttar Pradesh(77),2022,OCT,147458,1881,15035,3620
Uttar Pradesh(77),2022,SEP,147458,1881,15035,3620
Uttar Pradesh(77),2023,2021,147458,1881,15035,3620
Uttar Pradesh(77),2023,APR,147458,1881,15035,3620
Uttar Pradesh(77),2023,AUG,147458,1881,15035,3620
Uttar Pradesh(77),2023,DEC,147458,1881,15035,3620
Uttar Pradesh(77),2023,FEB,147458,1881,15035,3620
Uttar Pradesh(77),2023,JAN,147458,1881,15035,3620
Uttar Pradesh(77),2023,JUL,147458,1881,15035,3620
Uttar Pradesh(77),2023,JUN,147458,1881,15035,3620
Uttar Pradesh(77),2023,MAR,147458,1881,15035,3620
Uttar Pradesh(77),2023,MAY,147458,1881,15035,3620
Uttar Pradesh(77),2023,NOV,147458,1881,15035,3620
Uttar Pradesh(77),2023,OCT,147458,1881,15035,3620
Uttar Pradesh(77),2023,SEP,147458,1881,15035,3620
Uttar Pradesh(77),2024,2021,147458,1881,15035,3620
Uttar Pradesh(77),2024,APR,147458,1881,15035,3620
Uttar Pradesh(77),2024,AUG,147458,1881,15035,3620
Uttar Pradesh(77),2024,DEC,147458,1881,15035,3620
Uttar Pradesh(77),2024,FEB,147458,1881,15035,3620
Uttar Pradesh(77),2024,JAN,147458,1881,15035,3620
Uttar Pradesh(77),2024,JUL,147458,1881,15035,3620
Uttar Pradesh(77),2024,JUN,147458,1881,15035,3620
Uttar Pradesh(77),2024,MAR,147458,1881,15035,3620
Uttar Pradesh(77),2024,MAY,147458,1881,15035,3620
Uttar Pradesh(77),2024,NOV,147458,1881,15035,3620
Uttar Pradesh(77),2024,OCT,147458,1881,15035,3620
Uttar Pradesh(77),2024,SEP,147458,1881,15035,3620
Uttar Pradesh(77),2025,2021,147458,1881,15035,3620
Uttar Pradesh(77),2025,APR,147458,1881,15035,3620
Uttar Pradesh(77),2025,AUG,147458,1881,15035,3620
Uttar Pradesh(77),2025,DEC,147458,1881,15035,3620
Uttar Pradesh(77),2025,FEB,147458,1881,15035,3620
Uttar Pradesh(77),2025,JAN,147458,1881,15035,3620
Uttar Pradesh(77),2025,JUL,147458,1881,15035,3620
Uttar Pradesh(77),2025,JUN,147458,1881,15035,3620
Uttar Pradesh(77),2025,MAR,147458,1881,15035,3620
Uttar Pradesh(77),2025,MAY,147458,1881,15035,3620
Uttar Pradesh(77),2025,NOV,147458,1881,15035,3620
Uttar Pradesh(77),2025,OCT,147458,1881,15035,3620
Uttar Pradesh(77),2025,SEP,147458,1881,15035,3620
West Bengal(59),2021,2021,796451,29105,111368,18095
West Bengal(59),2021,APR,65903,2502,8669,1094
West Bengal(59),2021,AUG,0,233,367,950
West Bengal(59),2021,DEC,74005,2937,9216,1654
West Bengal(59),2021,FEB,69255,2833,11129,1921
West Bengal(59),2021,JAN,71958,2610,10804,1804
West Bengal(59),2021,JUL,76676,2114,10057,1991
West Bengal(59),2021,MAR,80039,3394,11761,2102
West Bengal(59),2021,MAY,28901,1131,4529,619
West Bengal(59),2021,NOV,79821,2674,9675,1408
West Bengal(59),2021,OCT,53481,1991,7732,670
West Bengal(59),2021,SEP,65437,2837,10449,1490
West Bengal(59),2022,2022,0,32899,0,0
West Bengal(59),2022,APR,68921,4062,9202,604
West Bengal(59),2022,AUG,62227,3275,9811,1682
West Bengal(59),2022,DEC,69015,2401,8754,1310
West Bengal(59),2022,FEB,56953,3230,8061,1450
West Bengal(59),2022,JAN,61083,3119,8491,1461
West Bengal(59),2022,JUL,62629,3158,8940,1961
West Bengal(59),2022,JUN,67895,3314,9076,1617
West Bengal(59),2022,MAR,73795,4014,9202,1885
West Bengal(59),2022,MAY,68736,3438,8913,930
West Bengal(59),2022,NOV,100531,3424,10994,1103
West Bengal(59),2022,OCT,50693,1894,6766,464
West Bengal(59),2022,SEP,64276,3418,12154,1675
West Bengal(59),2023,2023,0,29467,4,938
West Bengal(59),2023,APR,54205,2874,8894,953
West Bengal(59),2023,AUG,64200,3025,10262,1510
West Bengal(59),2023,DEC,90103,3106,10144,1365
West Bengal(59),2023,FEB,52444,2888,9763,961
West Bengal(59),2023,JAN,0,29338,0,0
West Bengal(59),2023,JUL,67387,2690,9013,1486
West Bengal(59),2023,JUN,64874,2596,9421,1398
West Bengal(59),2023,MAR,0,183,0,0
West Bengal(59),2023,MAY,77490,2976,9625,1180
West Bengal(59),2023,OCT,65497,2908,11809,961
West Bengal(59),2023,SEP,58371,2784,10453,1185
West Bengal(59),2024,2024,0,29479,9,747
West Bengal(59),2024,APR,82989,3615,10971,1237
West Bengal(59),2024,AUG,70568,2865,11364,1984
West Bengal(59),2024,DEC,81617,3057,12886,1649
West Bengal(59),2024,FEB,73994,3294,10315,1584
West Bengal(59),2024,JAN,0,29478,9,747
West Bengal(59),2024,JUL,96282,3265,12511,2282
West Bengal(59),2024,JUN,79210,2764,9166,1461
West Bengal(59),2024,MAR,69968,3333,10228,1117
West Bengal(59),2024,MAY,85925,3286,9685,1427
West Bengal(59),2024,NOV,110275,2943,12261,1425
West Bengal(59),2024,OCT,96593,2632,13503,1113
West Bengal(59),2024,SEP,71132,2939,13349,1394
West Bengal(59),2025,2025,0,4,17772,0
West Bengal(59),2025,APR,91921,3530,13512,1462
West Bengal(59),2025,AUG,60567,2764,12726,1770
West Bengal(59),2025,FEB,0,23,0,0
West Bengal(59),2025,JAN,75391,3573,16328,1802
West Bengal(59),2025,JUL,70456,3196,14636,2654
West Bengal(59),2025,JUN,83838,2926,12365,2116
West Bengal(59),2025,MAR,77206,3413,12539,1791
West Bengal(59),2025,MAY,92516,3046,11667,1964
West Bengal(59),2025,SEP,33956,1753,6575,859